PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
16611,47,Female,USA,Action,17.048715683764176,0,Hard,11,35,40,47,Medium
39599,32,Male,Europe,Action,17.25651672091262,0,Hard,2,159,30,47,Medium
9914,33,Female,Europe,Action,20.84770907016529,0,Easy,15,92,68,5,Medium
11111,35,Female,USA,Strategy,1.2922984328357812,0,Easy,7,65,31,35,Medium
23233,16,Male,USA,RPG,18.04812924224091,1,Medium,15,14,3,26,Low
17204,19,Male,Europe,Strategy,4.894487795870597,0,Easy,19,114,78,1,High
21213,21,Female,Asia,Simulation,13.088779737397516,0,Medium,5,170,45,24,Medium
11665,48,Male,Europe,Sports,1.7990410042083438,1,Easy,6,20,24,17,Low
25655,17,Female,Europe,Simulation,6.018614867094331,0,Hard,4,40,34,1,Low
38736,40,Female,USA,Strategy,10.990099026509856,1,Medium,1,83,5,33,Low
44958,27,Male,USA,Action,5.6534853623020185,1,Easy,8,17,81,47,Medium
16590,47,Male,USA,Strategy,20.76796192058714,0,Medium,16,120,31,10,High
42700,36,Male,Other,Strategy,14.342024129383,0,Medium,10,126,26,45,Medium
27026,46,Male,USA,Sports,15.577882301099372,0,Easy,17,169,5,43,Medium
37504,43,Male,USA,RPG,15.82676988631745,1,Easy,13,84,64,17,Medium
48098,18,Male,USA,RPG,8.820707163268878,1,Easy,13,124,18,46,High
36358,28,Female,USA,Action,23.74279213906691,1,Hard,2,144,4,18,Low
45485,19,Male,USA,Sports,17.621760800908298,0,Medium,8,71,7,44,Medium
30754,22,Female,USA,Strategy,8.829219467568176,0,Medium,19,78,73,8,High
38257,38,Female,USA,RPG,1.353663570271042,0,Medium,9,90,80,9,Medium
31939,37,Male,USA,Action,16.909916391583177,0,Easy,18,124,61,8,High
33652,43,Male,USA,Simulation,23.621756636061825,1,Medium,1,81,4,36,Low
48533,24,Male,Europe,RPG,16.249791933197056,0,Medium,10,149,80,41,High
35491,19,Male,Europe,RPG,15.36732339233179,0,Easy,9,166,61,46,High
20808,48,Male,Asia,Strategy,3.699193839126256,0,Easy,7,178,65,23,Medium
46605,32,Male,Europe,Strategy,19.67299422962381,1,Easy,12,144,25,29,High
12886,23,Male,USA,Action,15.15828717377292,0,Easy,2,148,64,12,Low
15334,21,Male,USA,Simulation,7.855937864884985,0,Easy,7,116,13,14,Medium
20841,17,Male,Europe,Action,1.5691041653833873,0,Easy,15,122,10,1,High
36276,39,Male,Asia,Action,1.6545242873520492,1,Hard,19,29,56,2,Medium
25885,24,Male,Asia,Simulation,9.221051928637674,0,Easy,9,151,51,45,High
20884,46,Male,USA,Action,21.918929427846365,0,Easy,0,25,73,33,Low
15105,16,Female,Asia,Simulation,10.05475613841088,1,Easy,12,145,2,35,High
44728,16,Female,Europe,Sports,6.839479225494836,0,Easy,17,32,32,45,Medium
26886,22,Male,USA,Strategy,1.546959716559714,0,Easy,8,148,24,15,Medium
25281,40,Female,Europe,RPG,14.09057906094323,0,Easy,11,156,26,27,High
23231,29,Male,USA,Simulation,12.474369649077438,1,Medium,2,33,81,31,Low
28611,48,Female,Asia,Action,13.902195479168784,0,Medium,17,17,66,37,Medium
11313,46,Female,USA,Action,4.065447450726632,0,Hard,18,57,35,48,Medium
32901,34,Female,Europe,Sports,12.502684424043604,0,Medium,14,78,45,36,Low
21547,18,Female,USA,Strategy,4.5848524151385215,0,Medium,19,21,29,13,Medium
30991,33,Male,Europe,Simulation,1.0719815562088808,0,Easy,7,53,50,15,Medium
25917,27,Female,USA,Strategy,10.856258038385832,0,Medium,3,65,49,8,Low
10975,49,Male,USA,RPG,6.220649283490468,0,Medium,4,150,82,34,Medium
15170,38,Male,Europe,Simulation,20.531639842401884,0,Medium,3,146,5,47,Medium
27677,48,Female,USA,Simulation,14.992663029069693,0,Medium,7,16,23,22,Low
48008,42,Male,USA,Strategy,16.660674013571416,0,Easy,7,143,4,4,Medium
20938,32,Female,USA,Sports,17.155541307902915,0,Easy,17,163,47,38,High
38209,43,Female,USA,Simulation,23.33081435311077,0,Medium,3,16,97,14,Low
28386,43,Female,Europe,Action,13.405583942651248,1,Easy,19,175,2,49,High
30576,37,Female,Asia,Strategy,15.968498158598344,0,Hard,17,12,34,12,Low
25297,30,Male,Asia,Action,20.674242911609056,0,Easy,3,169,97,13,Medium
18790,47,Female,Asia,RPG,0.4153811442605031,0,Easy,13,157,67,40,Medium
15211,26,Male,USA,RPG,10.549092869448687,1,Hard,1,56,1,32,Low
47266,28,Female,Asia,Action,8.481345101243988,0,Hard,15,54,92,37,Medium
35070,29,Male,Europe,Strategy,10.279851877433284,1,Hard,1,10,99,13,Low
46779,30,Male,Other,Sports,15.576868917517558,1,Medium,12,156,58,32,High
16278,19,Male,Europe,Sports,16.98700783932574,0,Easy,1,11,24,29,Low
11983,37,Female,USA,Simulation,21.67438200460028,0,Medium,13,85,95,5,Medium
45275,49,Female,Europe,Sports,13.014297148163426,0,Easy,4,25,92,26,Low
22690,15,Male,Other,Sports,13.973194643372263,0,Hard,6,161,63,24,Medium
39310,38,Female,USA,RPG,16.005254617435938,1,Easy,17,34,87,31,Medium
44037,17,Female,Europe,Strategy,21.133130603889647,0,Medium,12,75,23,49,Medium
28307,44,Female,Asia,Action,20.15706256988696,1,Easy,3,56,52,32,Low
14730,44,Male,Europe,Action,3.2527290513085303,0,Hard,18,26,54,12,Medium
39431,25,Male,USA,Sports,3.004273399963399,1,Medium,6,113,51,9,Medium
39953,16,Male,USA,Simulation,3.658025119297727,0,Easy,14,152,91,17,High
9279,16,Male,Europe,Action,3.895109261990803,0,Easy,0,24,50,36,Low
24761,39,Male,Other,Strategy,0.2781528626047436,0,Medium,6,72,87,3,Low
13757,22,Male,Asia,Action,5.993590616324314,0,Hard,18,118,26,27,High
20314,28,Male,USA,Sports,13.35560858366822,0,Easy,5,56,50,48,Medium
38167,31,Female,Europe,Action,9.09989017883894,0,Hard,8,134,96,2,Medium
9435,42,Male,Europe,RPG,4.069734218555131,0,Easy,13,77,38,3,Medium
41837,32,Male,Europe,RPG,12.523199414806337,1,Easy,2,166,93,6,Medium
42049,38,Male,USA,Sports,15.154357764070731,1,Hard,4,123,32,2,Medium
24742,36,Male,USA,RPG,5.876584380640044,0,Easy,11,59,89,6,Medium
16344,18,Female,Asia,Strategy,18.618074049656016,0,Easy,15,105,43,27,High
22741,24,Female,USA,RPG,18.42527315786446,0,Hard,2,164,92,22,Medium
44058,48,Male,USA,Sports,20.539989094825017,0,Hard,4,76,5,41,Low
17383,36,Male,USA,Strategy,10.46754359787677,0,Easy,11,151,75,14,High
26986,40,Male,USA,Simulation,7.0584210827999225,0,Easy,14,144,63,3,High
35889,41,Female,USA,Action,6.29802132099864,1,Easy,12,139,3,40,High
47344,24,Male,Asia,Strategy,17.543230239164682,0,Medium,7,46,34,8,Low
34260,44,Male,Asia,Simulation,5.723136822572195,1,Easy,17,116,40,29,High
11699,34,Male,Europe,Action,11.588365783806845,0,Medium,4,104,16,14,Medium
12213,29,Male,USA,RPG,14.062917091328078,0,Medium,6,58,42,33,Medium
45276,49,Female,Europe,Sports,18.91656323663172,0,Hard,2,91,52,13,Low
43172,36,Female,USA,Strategy,9.45358949729874,1,Medium,9,86,97,33,Medium
40980,31,Female,USA,Action,3.7678785373029458,0,Medium,8,31,7,10,Low
15951,28,Male,USA,Action,12.539386701262089,0,Easy,4,167,75,37,Medium
29766,35,Male,USA,RPG,13.97838779068524,1,Easy,7,60,52,40,Medium
17973,47,Female,USA,Simulation,12.679858306216987,1,Hard,19,156,24,13,High
46310,23,Female,USA,Action,0.3950849041902096,0,Easy,8,160,54,1,Medium
20371,36,Female,Asia,Action,22.42543778999301,0,Easy,1,133,5,43,Low
32106,43,Male,Other,Action,10.697762910659224,1,Easy,10,20,56,34,Low
46217,33,Male,Europe,Action,18.63013785120739,1,Medium,16,39,49,45,High
41968,20,Female,Europe,Action,6.110845669904912,0,Easy,2,120,11,36,Low
12476,46,Female,Other,Action,6.218622371156052,0,Hard,10,15,95,12,Low
43536,26,Male,Europe,Strategy,3.901311305506499,0,Medium,16,170,9,41,High
12357,23,Female,USA,Strategy,10.711621980593735,0,Easy,10,97,69,44,Medium
47470,43,Female,Europe,Action,3.423246414206128,0,Easy,10,88,97,27,Medium
17872,20,Female,USA,Sports,15.3504463811677,0,Easy,6,96,71,11,Medium
35937,39,Male,USA,Strategy,3.6795496927272815,0,Medium,2,83,26,47,Low
20620,26,Male,Other,Action,8.439007454119722,0,Easy,12,140,79,30,High
18821,36,Male,USA,RPG,10.873473694956893,0,Hard,8,114,80,46,Medium
43556,24,Male,Other,Action,16.26513255567139,0,Easy,10,11,60,49,Low
30644,38,Male,Europe,Action,8.391173361026695,0,Easy,16,48,69,41,Medium
25159,31,Female,Europe,RPG,17.594533243052094,0,Easy,2,128,16,45,Low
43438,38,Male,Europe,Action,11.784509724031423,0,Easy,14,54,98,29,Medium
48625,47,Male,USA,RPG,16.10223935712472,0,Medium,17,16,42,33,Medium
25998,25,Male,USA,Sports,8.569866399765964,1,Easy,19,155,82,42,Medium
42147,16,Male,Other,RPG,2.3098951380818367,0,Hard,11,175,53,30,High
29669,48,Female,Asia,Action,8.82276050728547,0,Easy,13,159,37,42,High
43071,32,Male,Europe,RPG,7.889417054219299,0,Easy,7,174,57,41,Medium
13063,37,Female,Europe,Strategy,12.518085896886618,0,Easy,18,104,82,1,High
25372,45,Male,USA,RPG,23.91459829752948,1,Medium,19,140,3,21,High
36979,47,Female,USA,RPG,4.840698502199585,0,Medium,13,127,27,21,Medium
30607,42,Female,USA,Sports,12.317862144259491,0,Hard,5,172,50,5,Medium
46870,35,Female,Asia,Simulation,8.311916019284004,0,Easy,8,13,88,31,Medium
38216,38,Male,Europe,Action,21.100818427304944,0,Medium,12,75,91,20,Medium
22988,31,Male,USA,Sports,6.284138136858507,0,Easy,10,164,26,29,High
46070,15,Female,Europe,Simulation,11.507000695375115,0,Medium,11,93,39,42,Medium
28010,32,Male,Asia,Sports,17.440057397442278,0,Easy,10,168,44,0,High
35934,32,Male,Europe,RPG,11.137778773469677,0,Easy,0,152,17,37,Low
37039,45,Male,Other,Sports,0.973428941831985,0,Easy,9,157,51,2,Medium
13857,44,Female,Asia,Simulation,8.554388150704254,0,Hard,16,114,80,21,High
9494,46,Male,Asia,Action,1.9314714825835877,0,Medium,9,107,80,47,Medium
35499,34,Female,USA,Action,21.517256631699173,0,Medium,7,81,96,6,Medium
9272,17,Female,USA,Strategy,4.374306505755923,0,Medium,2,93,77,7,Low
17091,30,Female,USA,Sports,19.46927969641489,0,Easy,13,13,20,16,Low
22794,41,Female,Asia,Strategy,5.162320580050854,0,Easy,7,20,44,5,Low
33657,47,Male,USA,Simulation,15.98365190972325,0,Hard,4,114,63,14,Medium
27177,47,Male,Asia,Sports,12.329769129155007,1,Medium,17,52,99,47,Medium
26138,45,Male,Other,Action,15.11776770028295,0,Hard,1,89,95,15,Low
33491,35,Male,Europe,Simulation,21.29104510756297,1,Medium,12,178,19,47,High
12295,16,Male,Europe,Sports,8.909678872969998,0,Easy,8,166,50,47,High
45700,26,Female,Asia,Strategy,23.00223080009892,0,Hard,2,19,61,34,Low
24955,43,Female,Asia,Strategy,19.53112010194924,0,Medium,1,128,73,43,Low
9592,37,Male,Asia,Simulation,5.6904644018889305,0,Medium,6,32,22,49,Low
45822,27,Female,Europe,Action,15.353353900324116,0,Hard,8,36,75,17,Medium
19450,32,Male,Europe,Action,1.5364994371754976,0,Easy,8,124,2,34,Medium
20239,41,Male,Asia,Simulation,13.415378732425758,0,Easy,0,179,36,29,Low
28623,20,Female,Asia,Sports,19.90255980513252,0,Easy,6,110,20,44,Medium
25577,25,Male,Europe,Strategy,21.780821536524996,0,Hard,9,96,55,26,Medium
33403,30,Female,Europe,Sports,12.573849625501044,0,Easy,14,24,81,46,Medium
26108,44,Male,USA,RPG,20.035497673055552,0,Easy,11,97,90,19,Medium
47233,27,Male,USA,Simulation,6.7881420122202245,0,Hard,0,155,32,18,Low
30835,34,Female,Europe,Action,8.078053516967529,1,Medium,12,79,20,7,Medium
13184,46,Male,Other,RPG,15.5051493794948,0,Easy,2,159,8,29,Low
34146,23,Male,Europe,RPG,15.692253211994569,0,Easy,6,97,11,40,Medium
34862,46,Male,Europe,RPG,15.811769719772022,0,Easy,4,115,54,47,Medium
42399,31,Female,USA,Strategy,18.41034294615314,0,Medium,5,19,15,0,Low
17517,21,Female,Europe,Strategy,5.271784875845974,1,Easy,11,179,47,10,High
25614,28,Male,Europe,Simulation,0.8863130416626754,1,Easy,15,11,29,43,Medium
25845,37,Female,USA,Action,15.153408978799291,1,Hard,12,144,39,29,High
14962,16,Male,USA,RPG,13.6314817271182,0,Medium,7,50,87,32,Medium
34980,28,Female,USA,RPG,21.34788370437199,0,Easy,14,34,46,19,Medium
22304,48,Female,Asia,Action,7.142236118608508,0,Easy,12,103,60,47,Medium
42817,33,Male,Other,RPG,13.32511994531544,0,Hard,12,131,8,27,High
30911,36,Female,Asia,Action,5.146871681274554,0,Medium,19,122,7,44,Medium
29855,32,Female,USA,Simulation,23.76219089754639,1,Medium,4,141,24,3,Medium
20564,35,Male,USA,RPG,20.50705511526676,1,Medium,15,83,7,3,Medium
16028,21,Male,USA,RPG,13.123219504258923,0,Easy,13,175,49,45,High
17235,38,Male,Europe,RPG,16.89484959138789,0,Hard,9,92,71,47,Medium
9706,36,Male,Europe,Simulation,19.874095955573917,0,Medium,8,120,58,22,Medium
40148,42,Female,USA,Action,1.744106774732466,1,Easy,11,74,97,4,Medium
17531,21,Male,Other,Action,8.4070466744721,0,Easy,9,116,77,18,Medium
35776,36,Male,USA,Strategy,23.7365367776482,0,Easy,12,61,91,28,Medium
41568,46,Female,USA,Strategy,6.9756739877440825,0,Easy,12,92,36,7,Medium
41988,45,Female,USA,RPG,19.703474975981543,0,Medium,11,161,99,7,High
21943,41,Female,Asia,RPG,9.534156571919397,1,Hard,0,67,8,45,Low
24422,44,Male,USA,Sports,19.831128889733296,0,Easy,7,158,99,29,Medium
29633,25,Female,Europe,Action,23.33961038870329,0,Medium,13,51,47,19,Medium
32210,21,Male,Asia,Strategy,22.42926271702004,0,Easy,6,54,16,21,Medium
23107,41,Male,Europe,RPG,6.630519555135168,0,Easy,15,177,51,6,High
35030,45,Female,USA,Strategy,8.17036329649832,0,Easy,19,33,11,25,Medium
41409,30,Female,Europe,Strategy,2.2444341055014982,1,Easy,4,12,42,42,Low
33088,43,Female,USA,Strategy,3.333267315456359,0,Easy,13,49,52,15,Medium
19746,41,Female,Europe,RPG,17.7236722326813,0,Easy,15,151,79,40,High
25908,22,Male,Asia,Strategy,23.364199941164937,0,Easy,18,137,81,20,High
23003,31,Male,Asia,Strategy,6.100672719365296,0,Medium,8,66,10,17,Medium
22041,21,Male,USA,Strategy,6.648708533561511,0,Easy,17,130,52,47,High
30356,45,Female,Asia,Sports,22.898601980905003,0,Easy,18,104,66,24,High
45470,20,Female,USA,Strategy,7.556145031571384,0,Easy,10,98,95,49,Low
43811,19,Male,USA,RPG,8.603501650577442,1,Easy,9,144,35,33,Medium
34391,39,Female,USA,Sports,21.29902183107386,0,Easy,12,134,10,33,High
21850,35,Female,Europe,Sports,18.63822347408353,0,Easy,9,179,12,16,High
44453,15,Female,Europe,Action,4.334563782207588,1,Medium,19,106,17,31,High
42987,48,Female,Europe,Simulation,16.850213981824627,0,Easy,12,117,28,21,High
37438,37,Female,USA,Action,17.406907030083573,0,Hard,4,160,29,23,Medium
36617,36,Female,Europe,Sports,19.38843316355737,0,Easy,4,108,68,41,Medium
47968,36,Male,Europe,Strategy,14.99937444599769,0,Easy,5,169,31,32,Medium
26694,35,Male,Europe,Sports,3.6724175584396175,1,Medium,15,168,34,36,High
48854,21,Female,Asia,Action,18.99458395776388,0,Medium,0,157,42,42,High
34694,17,Male,Europe,Simulation,11.047263278573984,0,Hard,17,17,16,43,Low
17146,35,Female,Other,RPG,7.653014086355957,1,Medium,19,103,50,25,High
45943,45,Female,Asia,Strategy,20.09065459666733,0,Easy,17,139,46,34,High
26231,30,Male,Asia,Sports,20.240739623145167,0,Easy,6,143,78,47,Medium
27463,37,Male,USA,Action,7.428619318504589,0,Medium,16,17,10,44,Low
29106,47,Female,Europe,Action,1.6919709174610311,0,Hard,10,173,94,29,High
42174,44,Male,Europe,Sports,21.27465863698908,0,Easy,16,108,2,39,High
27616,24,Female,Asia,Action,19.132773213536773,0,Medium,16,77,28,14,Medium
30063,29,Male,Other,RPG,7.033683430164234,0,Medium,7,26,54,36,Low
32359,43,Male,Asia,Action,9.551136827589694,1,Medium,11,56,29,21,Medium
28535,27,Male,USA,Strategy,21.43714599239341,1,Medium,8,142,47,49,Medium
11682,38,Male,USA,RPG,20.83802562387431,1,Easy,3,169,39,40,Medium
44405,22,Female,Asia,Action,17.490943228367467,0,Easy,1,110,33,9,Low
21660,29,Female,USA,RPG,2.785806330251628,0,Hard,11,112,27,39,Medium
27791,41,Female,Europe,Simulation,3.245182038103861,0,Easy,9,138,32,33,Medium
29436,43,Male,USA,Simulation,17.79858556523679,0,Easy,3,91,60,45,Medium
43540,24,Female,Europe,Strategy,16.072179771965278,0,Easy,14,119,12,15,High
16239,20,Female,USA,Simulation,20.84444837592898,0,Medium,18,89,32,21,High
31833,26,Male,USA,RPG,11.78494383729621,1,Easy,9,46,87,37,Medium
35163,30,Male,USA,RPG,7.122433423054518,0,Easy,18,173,41,31,High
9115,27,Male,USA,Strategy,6.549913698732847,0,Hard,18,111,34,9,High
18543,24,Female,Other,Strategy,9.005079443822908,0,Easy,11,169,25,0,High
30217,23,Male,USA,Sports,21.235126633896307,0,Medium,10,43,56,8,Medium
36601,39,Female,USA,Strategy,3.0299417692886053,1,Medium,8,66,19,23,Medium
27454,39,Male,Asia,RPG,19.967799510755988,0,Hard,8,44,18,47,Medium
16756,38,Female,USA,Simulation,2.8458604367781577,0,Easy,19,158,26,19,High
9319,27,Female,Asia,Action,23.221451389501777,1,Medium,0,39,94,36,Low
36609,21,Male,USA,Strategy,5.406532466664796,0,Medium,10,133,71,40,High
40937,29,Male,USA,Action,2.3562559163505634,1,Easy,2,108,58,11,Low
26088,39,Male,USA,Simulation,19.95934942781971,0,Medium,3,153,15,41,Medium
12061,31,Male,Europe,Simulation,17.389142343213912,0,Medium,13,28,57,18,Medium
11008,26,Male,USA,Strategy,2.294716534973081,1,Easy,12,23,69,37,Medium
35741,18,Male,Other,Action,22.247025405946854,1,Hard,6,129,30,42,Medium
20631,15,Female,Asia,Action,23.746491643142544,0,Hard,6,156,88,38,Low
38814,27,Male,Asia,Sports,2.020624147041361,0,Medium,13,17,51,6,Low
37614,27,Male,USA,Strategy,13.939748335445575,0,Easy,13,51,49,45,Medium
40746,28,Male,USA,Sports,18.38492143999329,0,Hard,15,157,29,16,High
28017,42,Male,USA,Sports,6.088551575157016,0,Hard,5,82,80,12,Medium
40956,16,Male,Asia,Strategy,23.39434956179601,0,Hard,13,125,38,43,High
10651,18,Male,Europe,RPG,14.91682516773382,0,Medium,10,55,98,18,Medium
48408,40,Female,Europe,Action,18.58698986224168,0,Easy,5,124,84,48,Medium
14669,32,Female,USA,RPG,14.137364225622584,0,Easy,16,89,16,1,Medium
43803,47,Male,USA,Action,2.6867882366399565,0,Easy,10,141,17,0,Medium
42981,42,Female,Other,Action,19.18308004085592,0,Easy,12,105,85,11,Medium
40089,32,Male,Other,Action,21.059400505197708,0,Easy,2,113,28,22,High
10461,45,Male,USA,Strategy,20.43892498596846,0,Easy,13,173,27,32,High
43753,44,Female,Europe,Simulation,7.61173566485416,0,Easy,12,170,9,20,High
45903,23,Male,USA,RPG,22.06239546316797,0,Medium,9,75,64,28,Medium
37764,25,Female,Europe,Action,6.241870965810384,0,Easy,15,160,79,45,High
29686,28,Male,Europe,Simulation,12.129186345997336,1,Easy,7,42,85,6,Low
45474,18,Male,Other,RPG,20.446189092087742,0,Medium,18,95,93,41,High
16055,22,Female,Europe,Simulation,10.761127111186507,0,Hard,18,156,58,20,High
48580,35,Male,Europe,Action,21.07075238872629,0,Hard,12,172,75,33,High
19087,33,Female,Asia,Sports,22.82622947382951,0,Easy,8,100,15,7,High
34859,30,Male,Asia,Action,11.00425133019638,1,Hard,1,36,30,42,Low
10017,39,Female,Europe,Simulation,17.43524245656221,0,Medium,14,79,23,49,Medium
14960,16,Female,Asia,Sports,18.191847412000925,0,Hard,13,127,76,35,High
14879,18,Male,Europe,Sports,7.549350802113475,0,Easy,19,143,13,21,High
34152,43,Male,Asia,RPG,18.584343112009957,0,Hard,10,43,10,17,High
47109,30,Male,Other,Sports,0.6031985652575766,0,Hard,13,153,93,28,High
37024,37,Male,Asia,Sports,6.221637094902928,1,Hard,10,42,82,28,Medium
27112,28,Female,USA,Strategy,10.180003103292368,0,Easy,3,74,89,47,Medium
9140,29,Female,USA,Simulation,15.973762574875895,0,Easy,1,69,81,14,Low
31065,45,Male,USA,RPG,19.432856490155544,0,Easy,5,28,47,28,Low
16717,28,Female,USA,Sports,14.865558515392229,0,Easy,14,157,6,21,High
34208,47,Female,USA,Sports,17.06144710913076,1,Hard,16,133,84,45,High
40885,40,Male,Europe,RPG,22.87906175768398,1,Easy,12,97,23,14,Medium
11583,16,Female,Europe,RPG,22.81390043624574,0,Easy,3,139,85,43,Medium
17843,18,Male,Asia,RPG,0.416099331328482,0,Medium,17,80,74,19,High
34709,22,Male,Asia,Strategy,22.39394645862633,1,Easy,16,101,30,9,High
27136,25,Male,USA,Action,5.559021181460654,0,Hard,1,159,61,47,Low
35286,17,Female,Asia,Sports,20.60995258322,0,Hard,1,147,32,42,Low
34967,22,Male,Asia,RPG,8.270285739005416,0,Medium,11,86,93,14,Medium
42378,43,Male,Europe,Strategy,18.86001828338308,0,Easy,8,106,15,47,Medium
35324,26,Female,Asia,Strategy,15.337969570804455,0,Medium,12,109,77,17,Medium
30816,39,Female,Europe,Action,11.876897197660828,0,Hard,8,126,61,7,Medium
37947,35,Male,USA,Sports,9.577429832173422,0,Medium,1,77,69,33,Low
31551,23,Female,USA,RPG,3.3454988640224306,0,Medium,4,28,44,10,Low
46765,19,Female,Asia,Strategy,1.1582235072745632,0,Medium,15,91,4,33,Medium
10856,20,Male,USA,Simulation,2.659409300307784,0,Hard,1,131,12,0,Low
32903,42,Female,Europe,Strategy,15.014394872277762,0,Hard,10,109,71,10,Medium
27170,41,Male,USA,Simulation,14.4667869580823,0,Hard,5,40,98,22,Low
27953,21,Male,Europe,Simulation,4.580335879657169,0,Easy,11,36,8,47,Medium
26174,16,Female,USA,Simulation,10.03916693964137,0,Easy,17,47,51,18,Medium
40137,44,Female,USA,RPG,2.5839399198310518,0,Easy,8,16,53,30,Low
43216,25,Female,Other,RPG,5.039997341357592,0,Easy,11,158,93,47,High
10624,24,Female,Europe,RPG,10.502522583083389,0,Easy,1,140,79,44,Medium
10725,27,Female,USA,Strategy,16.796307298883946,0,Hard,9,122,97,8,Medium
34240,15,Male,Europe,Action,8.148938444200553,0,Easy,2,102,36,38,Low
24597,49,Male,Europe,Action,13.94122244481915,0,Easy,6,40,8,0,Low
26716,27,Male,Europe,Sports,21.940642459084327,0,Easy,1,98,74,49,Low
32430,36,Male,Asia,RPG,19.18128269059003,0,Medium,2,117,71,1,Low
43041,42,Male,USA,Simulation,5.127006600054225,0,Easy,8,146,46,42,Medium
36654,35,Male,USA,Sports,15.936944605733387,0,Easy,3,165,24,11,Medium
21260,20,Male,USA,Strategy,0.4841699414447777,1,Hard,17,137,38,44,High
33055,44,Male,USA,RPG,9.58688328174562,0,Easy,11,15,30,32,Low
27684,19,Female,USA,Action,18.96728209758008,1,Easy,8,22,18,24,Low
37252,46,Female,USA,RPG,7.330554086247327,1,Easy,18,169,65,45,High
44552,16,Male,USA,Simulation,22.134682377546508,0,Easy,4,82,68,28,Medium
44353,22,Male,USA,Action,12.714963719084553,0,Easy,4,151,21,42,Medium
28504,47,Male,USA,Simulation,16.989925734293493,0,Hard,9,54,30,37,Medium
36741,43,Male,Asia,RPG,23.752520562887536,0,Easy,2,144,50,33,Medium
33479,36,Male,USA,Sports,0.04017082012657,1,Easy,13,47,42,10,Low
27422,18,Male,USA,Sports,7.563599966391541,1,Hard,7,169,80,2,Medium
39974,25,Male,Europe,Action,9.70320834097496,1,Hard,9,35,54,25,Medium
20571,22,Male,Other,Simulation,8.331365513170677,0,Medium,18,174,56,48,High
